soc_code,pct_tasks_automation,pct_tasks_augmentation,diff_extensive,mean_automation,mean_augmentation,diff_intensive,occupation,two_digit_soc_code,total_employment,median_wage,educationcode,degfield_1,degree_share_1,degfield_2,degree_share_2,degfield_3,degree_share_3,related_soc_code_1,relatedness_score_1,related_soc_code_2,relatedness_score_2,related_soc_code_3,relatedness_score_3,ranking
"19-2011",.4615385,.5384616,-.0769231,17.91928,35.92687,-18.00759,"Astronomers","Life, Physical, and Social Science",1560,132170,"Doctoral or professional degree","physical sciences",.5738552,"engineering",.1291842,"biology and life sciences",.0687593,"19-2012",2.49135,"15-2021",2.055793,"25-1054",1.805762,8
"19-2012",.3333333,.3333333,0,26.02574,7.307589,18.71815,"Physicists","Life, Physical, and Social Science",21340,166290,"Doctoral or professional degree","physical sciences",.5738552,"engineering",.1291842,"biology and life sciences",.0687593,"15-2021",2.616366,"19-2011",2.49135,"25-1054",2.259001,13
"19-2021",.2105263,.1578947,.0526316,16.46525,9.850537,6.614715,"Atmospheric and Space Scientists","Life, Physical, and Social Science",8780,97450,"Bachelors degree","physical sciences",.5991399,"business",.0836423,"engineering",.0590983,"19-2043",2.23268,"19-2042",2.048093,"19-4044",1.895974,21
"19-2031",.1666667,.1666667,0,6.119605,13.88039,-7.76079,"Chemists","Life, Physical, and Social Science",83250,84150,"Bachelors degree","physical sciences",.4941608,"biology and life sciences",.1885029,"engineering",.0732899,"19-4031",3.380454,"17-2041",2.75613,"19-1021",2.685419,26
"19-2032",.3076923,.3076923,0,12.94094,20.3924,-7.45146,"Materials Scientists","Life, Physical, and Social Science",8330,104160,"Bachelors degree","physical sciences",.4941608,"biology and life sciences",.1885029,"engineering",.0732899,"17-2131",2.94472,"17-2041",2.681468,"19-4031",2.505884,13
"19-2041",.0355903,.054821,-.0192308,1.965256,4.213721,-2.248465,"Environmental Scientists and Specialists, Including Health","Life, Physical, and Social Science",84930,80060,"Bachelors degree","environment and natural resources",.2404284,"biology and life sciences",.2338185,"physical sciences",.1481872,"17-2081",2.437331,"19-2043",2.265933,"19-4042",2.253451,50
"19-2042",.0833333,.0833333,0,4.232609,4.8583,-.6256905,"Geoscientists, Except Hydrologists and Geographers","Life, Physical, and Social Science",22510,99240,"Bachelors degree","physical sciences",.6942049,"engineering",.0567615,"business",.0412986,"19-2043",3.053998,"19-4043",2.62238,"19-1013",2.266205,38
"19-2043",.0434783,.0434783,0,2.466667,2.533333,-.0666666,"Hydrologists","Life, Physical, and Social Science",5720,92060,"Bachelors degree",,,,,,,"19-2042",3.053998,"19-4044",2.975864,"19-4043",2.474472,50
"19-2099",.0454545,.0454545,0,3.746672,.7987828,2.947889,"Physical Scientists, All Other","Life, Physical, and Social Science",22580,117960,"Bachelors degree","biology and life sciences",.3068031,"physical sciences",.2016653,"engineering",.1277832,"19-4043",2.343656,"27-4031",2.276701,"19-4099",2.192812,49
"19-3011",.2897727,.2585227,.03125,12.82802,18.42198,-5.593952,"Economists","Life, Physical, and Social Science",15880,115440,"Masters degree","social sciences",.5160282,"business",.1353098,"mathematics and statistics",.0422172,"25-1063",2.114573,"13-2051",1.802814,"19-3041",1.722259,14
"19-3022",.3333333,.3333333,0,19.60854,13.72479,5.883754,"Survey Researchers","Life, Physical, and Social Science",7720,63380,"Masters degree",,,,,,,"19-4061",2.33715,"43-4111",2.322883,"43-9111",2.256084,13
"19-3032",.2,.2,0,7.597835,15.93158,-8.333742,"Industrial-Organizational Psychologists","Life, Physical, and Social Science",1050,109840,"Masters degree",,,,,,,"11-3131",2.550448,"11-3121",2.355043,"13-1111",2.343939,22
"19-3039",0,.0555556,-.0555556,0,5.555555,-5.555555,"Psychologists, All Other","Life, Physical, and Social Science",17790,117580,"Masters degree","psychology",.5523847,"social sciences",.0625586,"education administration and teaching",.0519785,"29-1223",3.706011,"29-1217",3.454803,"29-1221",3.141855,100
"19-3041",.5833333,.5833333,0,27.32482,39.34185,-12.01703,"Sociologists","Life, Physical, and Social Science",2950,101690,"Masters degree",,,,,,,"25-1067",2.394435,"19-3091",2.213135,"19-3094",2.17252,3
"19-3051",0,0,0,0,0,0,"Urban and Regional Planners","Life, Physical, and Social Science",43040,83720,"Masters degree","social sciences",.2327281,"architecture",.1994812,"business",.1015997,"19-3099",2.470487,"13-1082",2.140285,"11-1011",1.880946,100
"19-3091",.225,.24375,-.01875,12.61727,17.52979,-4.912519,"Anthropologists and Archeologists","Life, Physical, and Social Science",8070,64910,"Masters degree",,,,,,,"19-3093",2.435544,"19-3041",2.213135,"25-1061",2.060327,20
"19-3092",.3333333,.1666667,.1666667,31.91489,13.53965,18.37524,"Geographers","Life, Physical, and Social Science",1380,97200,"Bachelors degree",,,,,,,"25-1064",2.210491,"19-2042",2.174947,"17-3031",2.137494,13
"19-3093",.5294118,.4117647,.1176471,33.38829,22.86171,10.52659,"Historians","Life, Physical, and Social Science",3140,74050,"Masters degree",,,,,,,"25-4011",2.470963,"19-3091",2.435544,"25-4012",2.064276,5
"19-3094",.7777778,.7777778,0,32.31126,56.57763,-24.26637,"Political Scientists","Life, Physical, and Social Science",5950,139380,"Masters degree",,,,,,,"25-1065",2.650475,"19-3041",2.17252,"25-1112",1.920507,1
"19-3099",.05,.05,0,3.295669,2.259887,1.035782,"Social Scientists and Related Workers, All Other","Life, Physical, and Social Science",36970,100340,"Bachelors degree","social sciences",.3478366,"history",.0908137,"business",.0693897,"19-3051",2.470487,"17-2051",1.974055,"13-1081",1.909884,48
"19-4021",.2857143,.4285714,-.1428571,12.59144,30.26571,-17.67427,"Biological Technicians","Life, Physical, and Social Science",76190,52000,"Bachelors degree","biology and life sciences",.469054,"environment and natural resources",.0763354,"business",.0743659,"19-1022",2.714677,"29-2010",2.538605,"19-1029",2.439042,15
"19-4031",.2222222,.2222222,0,9.776689,12.44553,-2.668845,"Chemical Technicians","Life, Physical, and Social Science",55640,57790,"Associates degree","biology and life sciences",.2550442,"physical sciences",.2407479,"business",.0977499,"19-2031",3.380454,"17-3028",2.897413,"17-2041",2.738497,20
"19-4051",0,.0357143,-.0357143,0,3.571429,-3.571429,"Nuclear Technicians","Life, Physical, and Social Science",5990,104240,"Associates degree",,,,,,,"51-8011",2.78089,"17-2161",2.75069,"17-3028",2.315405,100
"19-4061",.3051948,.3311688,-.025974,18.52943,21.33071,-2.801284,"Social Science Research Assistants","Life, Physical, and Social Science",32940,58040,"Bachelors degree",,,,,,,"13-1111",2.340019,"19-3022",2.33715,"15-2051",2.306015,13
"19-4092",0,0,0,0,0,0,"Forensic Science Technicians","Life, Physical, and Social Science",19450,67440,"Bachelors degree",,,,,,,"33-3021",2.149127,"29-2010",1.596038,"19-4042",1.583817,100
"19-4099",.0730994,.0730994,0,4.16852,3.470369,.6981511,"Life, Physical, and Social Science Technicians, All Other","Life, Physical, and Social Science",71400,60130,"Associates degree","biology and life sciences",.3160898,"physical sciences",.0931698,"engineering",.067082,"17-3028",2.237936,"19-2099",2.192812,"17-3021",2.065923,40
"21-1012",.2380952,.2857143,-.0476191,7.708241,22.29176,-14.58352,"Educational, Guidance, and Career Counselors and Advisors","Community and Social Service",342350,65140,"Masters degree","psychology",.2314199,"education administration and teaching",.2108059,"business",.0940648,"21-1015",2.872569,"19-3034",2.8206,"25-2052",2.756968,18
"21-1013",.2857143,.3571429,-.0714286,14.67238,28.18476,-13.51239,"Marriage and Family Therapists","Community and Social Service",65870,63780,"Masters degree","psychology",.3455358,"social sciences",.0837272,"education administration and teaching",.0828106,"21-1023",3.504519,"19-3033",3.289091,"21-1021",3.252296,15
"21-1015",0,0,0,0,0,0,"Rehabilitation Counselors","Community and Social Service",88930,46110,"Masters degree","psychology",.2561712,"medical and health sciences and services",.1635766,"social sciences",.1013879,"21-1023",3.300718,"21-1022",3.119085,"21-1021",3.056509,100
"21-1021",0,.0769231,-.0769231,0,7.692307,-7.692307,"Child, Family, and School Social Workers","Community and Social Service",382960,58570,"Bachelors degree","public affairs, policy, and social work",.2410432,"psychology",.1925289,"social sciences",.1051311,"21-1022",3.272295,"21-1013",3.252296,"21-1023",3.228688,100
"21-1022",.0625,.0625,0,1.216931,5.925926,-4.708994,"Healthcare Social Workers","Community and Social Service",185940,68090,"Masters degree","public affairs, policy, and social work",.2337167,"psychology",.1904583,"social sciences",.1048249,"21-1023",3.728635,"21-1021",3.272295,"21-1013",3.130291,44
"21-1023",.0833333,.25,-.1666667,5.04386,19.95614,-14.91228,"Mental Health and Substance Abuse Social Workers","Community and Social Service",125910,60060,"Masters degree","psychology",.2691496,"public affairs, policy, and social work",.2154641,"social sciences",.1262567,"21-1022",3.728635,"21-1018",3.630222,"21-1013",3.504519,38
"21-1091",.2142857,.1428571,.0714286,16.66898,6.407945,10.26103,"Health Education Specialists","Community and Social Service",65150,63000,"Bachelors degree",,,,,,,"21-1094",2.973082,"25-1072",2.63397,"21-1022",2.623923,21
"21-1092",0,0,0,0,0,0,"Probation Officers and Correctional Treatment Specialists","Community and Social Service",86820,64520,"Bachelors degree","criminal justice and fire protection",.3933431,"social sciences",.1555331,"psychology",.1085841,"33-3012",2.381809,"21-1021",2.381736,"33-1011",2.35404,100
"21-1093",0,.1428571,-.1428571,0,14.28571,-14.28571,"Social and Human Service Assistants","Community and Social Service",424220,45120,"HS diploma or equivalent","psychology",.1488162,"social sciences",.12322,"public affairs, policy, and social work",.1163177,"21-1023",2.965736,"21-1021",2.958841,"21-1022",2.859496,100
"21-1094",0,0,0,0,0,0,"Community Health Workers","Community and Social Service",60730,51030,"HS diploma or equivalent",,,,,,,"21-1091",2.973082,"21-1023",2.730465,"21-1022",2.694638,100
"21-2011",.2380952,.2857143,-.0476191,16.46239,24.71408,-8.251686,"Clergy","Community and Social Service",58080,60820,"Bachelors degree","theology and religious vocations",.2359045,"business",.1069879,"philosophy and religious studies",.0944248,"21-2021",2.737551,"21-1021",1.668525,"21-1093",1.477385,18
"21-2021",.2857143,.2857143,0,12.47395,18.29529,-5.821341,"Directors, Religious Activities and Education","Community and Social Service",21460,54840,"Bachelors degree","education administration and teaching",.1837096,"business",.1608288,"theology and religious vocations",.0835616,"21-2011",2.737551,"11-9151",2.178949,"21-1012",2.177988,15
"23-1011",.2352941,.2352941,0,10.21219,18.35923,-8.147039,"Lawyers","Legal",747750,151160,"Doctoral or professional degree","social sciences",.3014607,"business",.1453344,"history",.0937299,"23-1012",3.150493,"23-1021",2.993979,"23-2011",2.951793,18
"23-1012",.4,.1,.3,35.81395,4.186047,31.62791,"Judicial Law Clerks","Legal",13220,60400,"Doctoral or professional degree","social sciences",.260524,"business",.138105,"history",.0712814,"23-1011",3.150493,"23-1023",3.102127,"23-1021",3.069283,10
"23-1021",.2727273,.2727273,0,13.19236,14.08036,-.8879986,"Administrative Law Judges, Adjudicators, and Hearing Officers","Legal",16230,115230,"Doctoral or professional degree",,,,,,,"23-1023",3.120574,"23-1012",3.069283,"23-1011",2.993979,16
"23-1022",.25,.25,0,10.35872,18.21271,-7.853986,"Arbitrators, Mediators, and Conciliators","Legal",7860,67710,"Bachelors degree",,,,,,,"23-1011",2.919432,"23-1021",2.670951,"23-1012",2.416301,17
"23-1023",.2307692,.1538462,.0769231,16.6353,6.441627,10.19367,"Judges, Magistrate Judges, and Magistrates","Legal",25580,156210,"Doctoral or professional degree",,,,,,,"23-1021",3.120574,"23-1012",3.102127,"23-1011",2.891871,19
"23-2011",.5,.3333333,.1666667,34.05435,15.94565,18.1087,"Paralegals and Legal Assistants","Legal",367220,61010,"Associates degree","social sciences",.1986967,"business",.1584457,"criminal justice and fire protection",.0792896,"23-1011",2.951793,"23-1012",2.897936,"43-6012",2.828761,7
"23-2093",0,0,0,0,0,0,"Title Examiners, Abstractors, and Searchers","Legal",48170,54980,"HS diploma or equivalent","business",.2045705,"engineering",.1809045,"social sciences",.0812156,"23-2011",2.55523,"23-1012",2.297564,"23-1011",2.165221,100
"25-1011",.5238096,.4285714,.0952381,38.05499,30.69501,7.35997,"Business Teachers, Postsecondary","Educational Instruction and Library",81780,97270,"Doctoral or professional degree","education administration and teaching",.1008699,"biology and life sciences",.0907628,"social sciences",.0870403,"25-1063",2.639801,"13-1111",2.624958,"25-2032",2.527575,6
"25-1021",.5,.4444444,.0555556,30.17614,29.82386,.3522739,"Computer Science Teachers, Postsecondary","Educational Instruction and Library",36240,96690,"Doctoral or professional degree","education administration and teaching",.1008699,"biology and life sciences",.0907628,"social sciences",.0870403,"25-2023",2.528298,"11-3021",2.402656,"25-2032",2.40152,7
"25-1022",.6,.5333334,.0666667,34.3575,34.87327,-.51577,"Mathematical Science Teachers, Postsecondary","Educational Instruction and Library",48820,79350,"Doctoral or professional degree","education administration and teaching",.1008699,"biology and life sciences",.0907628,"social sciences",.0870403,"25-1054",2.781443,"25-3041",2.778672,"25-9044",2.623753,2
"25-1031",.5,.4444444,.0555556,31.13708,33.14864,-2.011559,"Architecture Teachers, Postsecondary","Educational Instruction and Library",9120,101480,"Doctoral or professional degree","education administration and teaching",.1008699,"biology and life sciences",.0907628,"social sciences",.0870403,"25-1121",1.918079,"25-2023",1.905571,"17-1012",1.873371,7
"25-1032",.5,.3888889,.1111111,34.69028,29.59543,5.094849,"Engineering Teachers, Postsecondary","Educational Instruction and Library",39910,106120,"Doctoral or professional degree","education administration and teaching",.1008699,"biology and life sciences",.0907628,"social sciences",.0870403,"25-1194",2.617746,"25-1054",2.525768,"25-1021",2.173146,7
"25-1041",.55,.5,.05,35.74104,39.25896,-3.517929,"Agricultural Sciences Teachers, Postsecondary","Educational Instruction and Library",8700,86350,"Doctoral or professional degree","education administration and teaching",.1008699,"biology and life sciences",.0907628,"social sciences",.0870403,"25-1053",2.699312,"25-1043",2.689699,"25-1042",2.420731,4
"25-1042",.4761905,.3809524,.0952381,28.44746,30.37607,-1.928608,"Biological Science Teachers, Postsecondary","Educational Instruction and Library",53250,83460,"Doctoral or professional degree","education administration and teaching",.1008699,"biology and life sciences",.0907628,"social sciences",.0870403,"25-1051",2.811487,"25-1052",2.735567,"25-1053",2.567284,7
"25-1043",.5,.4,.1,34.15503,32.51163,1.643394,"Forestry and Conservation Science Teachers, Postsecondary","Educational Instruction and Library",1310,100830,"Doctoral or professional degree","education administration and teaching",.1008699,"biology and life sciences",.0907628,"social sciences",.0870403,"25-1053",2.949821,"25-1041",2.689699,"25-1051",2.411865,7
"25-1051",.5238096,.4285714,.0952381,34.36873,30.33715,4.031574,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Educational Instruction and Library",11480,101390,"Doctoral or professional degree","education administration and teaching",.1008699,"biology and life sciences",.0907628,"social sciences",.0870403,"25-1042",2.811487,"25-1053",2.75405,"25-1054",2.750706,6
"25-1052",.5,.3636364,.1363636,37.05159,27.65429,9.397306,"Chemistry Teachers, Postsecondary","Educational Instruction and Library",20390,86220,"Doctoral or professional degree","education administration and teaching",.1008699,"biology and life sciences",.0907628,"social sciences",.0870403,"25-1042",2.735567,"25-1054",2.709533,"25-1051",2.653477,7
